"","strand","stop_pos","n","max_njunc","mean_njunc","mean_qwidth","mean_width","min_mapq","mean_mapq","file_name"
"14121","-",2258564,1600,0,0,28.06625,25.078125,22,26.835,"Tobra-3_R1_LAA.bam"
"14122","-",2258565,3675,0,0,27.5899319727891,27.5877551020408,22,43.7360544217687,"Tobra-3_R1_LAA.bam"
"14123","-",2258566,3786,0,0,26.7849973586899,26.7789223454834,22,43.8098256735341,"Tobra-3_R1_LAA.bam"
"14124","-",2259939,1,0,0,31,27,28,28,"Tobra-3_R1_LAA.bam"
"14125","-",2259940,85,0,0,28.3058823529412,25.3058823529412,22,28.0941176470588,"Tobra-3_R1_LAA.bam"
"14126","-",2259941,3,0,0,31.3333333333333,26.3333333333333,24,25.3333333333333,"Tobra-3_R1_LAA.bam"
"14127","-",2259942,33,0,0,30.1515151515152,26.0606060606061,22,26.4242424242424,"Tobra-3_R1_LAA.bam"
"14128","-",2259943,23,0,0,28.5652173913043,25.4782608695652,22,26.8695652173913,"Tobra-3_R1_LAA.bam"
"14129","-",2259944,94522,0,0,27.7414252766552,25.7272698419416,22,32.7858487971054,"Tobra-3_R1_LAA.bam"
"14130","-",2259946,194,0,0,27.5103092783505,27.5,22,43.5103092783505,"Tobra-3_R1_LAA.bam"
"14131","-",2259947,36,0,0,30.5555555555556,31.5555555555556,22,27.1666666666667,"Tobra-3_R1_LAA.bam"
"14132","-",3410997,3,0,0,32,32,44,44,"Tobra-3_R1_LAA.bam"
"14133","-",3699636,1,0,0,26,26,44,44,"Tobra-3_R1_LAA.bam"
"14134","-",3848896,3,0,0,27,27,22,22,"Tobra-3_R1_LAA.bam"
"14135","-",4399099,2,0,0,27.5,24.5,22,22,"Tobra-3_R1_LAA.bam"
"14136","-",4399100,68,0,0,28.1176470588235,26.0735294117647,22,35.6911764705882,"Tobra-3_R1_LAA.bam"
"14137","-",4399101,25,0,0,27.88,27,22,38.32,"Tobra-3_R1_LAA.bam"
"14138","-",4399102,13569,0,0,27.6868597538507,27.657086004864,22,43.6221534379836,"Tobra-3_R1_LAA.bam"
"14139","-",5157951,23,0,0,28.8695652173913,28.8695652173913,24,43,"Tobra-3_R1_LAA.bam"
"14140","-",5842015,103,0,0,29.0776699029126,29.0776699029126,42,43.9805825242718,"Tobra-3_R1_LAA.bam"
"14141","-",6514717,1,0,0,31,31,44,44,"Tobra-3_R1_LAA.bam"
"14142","+",256931,1,0,0,26,26,44,44,"Tobra-3_R1_LVA.bam"
"14143","+",421002,1,0,0,27,27,44,44,"Tobra-3_R1_LVA.bam"
"14144","+",647194,242,0,0,28.904958677686,28.896694214876,22,43.495867768595,"Tobra-3_R1_LVA.bam"
"14145","+",649127,288,0,0,29.3576388888889,29.3576388888889,22,43.625,"Tobra-3_R1_LVA.bam"
"14146","+",649130,3,0,0,26.3333333333333,24.3333333333333,24,28,"Tobra-3_R1_LVA.bam"
"14147","+",1054723,2469,0,0,27.0530579181855,27.0008100445525,22,43.4597002835156,"Tobra-3_R1_LVA.bam"
"14148","+",1054724,2,0,0,29,28,42,43,"Tobra-3_R1_LVA.bam"
"14149","+",1054725,2,0,0,29,26,28,32,"Tobra-3_R1_LVA.bam"
"14150","+",2068766,32,0,0,27.6875,27.625,22,39.625,"Tobra-3_R1_LVA.bam"
"14151","+",2068767,2,0,0,25,24,36,36,"Tobra-3_R1_LVA.bam"
"14152","+",2068769,2,0,0,31,27,22,29,"Tobra-3_R1_LVA.bam"
"14153","+",2233276,1,0,0,26,25,41,41,"Tobra-3_R1_LVA.bam"
"14154","+",2233277,21920,0,0,27.5376368613139,27.5164689781022,22,43.2203467153285,"Tobra-3_R1_LVA.bam"
"14155","+",2233278,16,0,0,27.25,26,22,37.9375,"Tobra-3_R1_LVA.bam"
"14156","+",2233279,17,0,0,27.4117647058824,25.4117647058824,22,27.1764705882353,"Tobra-3_R1_LVA.bam"
"14157","+",2233282,2,0,0,31,26,22,23,"Tobra-3_R1_LVA.bam"
"14158","+",2607843,276,0,0,28.9130434782609,29.8985507246377,22,25.0507246376812,"Tobra-3_R1_LVA.bam"
"14159","+",2607849,1,0,0,31,26,24,24,"Tobra-3_R1_LVA.bam"
"14160","+",3913660,8219,0,0,27.7284341160725,28.1787322058645,22,34.6177150504928,"Tobra-3_R1_LVA.bam"
"14161","+",3913661,6082,0,0,27.5289378493916,27.5221966458402,22,43.4008549819138,"Tobra-3_R1_LVA.bam"
"14162","+",3913662,5,0,0,26.6,25.4,22,34.2,"Tobra-3_R1_LVA.bam"
"14163","+",3913663,22,0,0,29.5,27.5,24,37.3636363636364,"Tobra-3_R1_LVA.bam"
"14164","+",3913665,2,0,0,31,27,22,25,"Tobra-3_R1_LVA.bam"
"14165","+",3913667,113,0,0,31.0353982300885,25.0353982300885,22,22,"Tobra-3_R1_LVA.bam"
"14166","+",4597559,1,0,0,27,27,44,44,"Tobra-3_R1_LVA.bam"
"14167","+",5174422,1087,0,0,27.8739650413983,27.8463661453542,22,43.588776448942,"Tobra-3_R1_LVA.bam"
"14168","+",5458256,1,0,0,22,22,22,22,"Tobra-3_R1_LVA.bam"
"14169","+",5508581,1,0,0,27,27,44,44,"Tobra-3_R1_LVA.bam"
"14170","+",5599358,4553,0,0,27.3727212826708,27.3474632110696,22,43.6130024159895,"Tobra-3_R1_LVA.bam"
"14171","+",5599359,10220,0,0,28.4877690802348,28.4765166340509,22,43.3199608610567,"Tobra-3_R1_LVA.bam"
"14172","+",5599360,6070,0,0,27.7245469522241,27.7097199341021,22,43.3682042833608,"Tobra-3_R1_LVA.bam"
"14173","+",5599361,421,0,0,28.4988123515439,25.5653206650831,22,28.5605700712589,"Tobra-3_R1_LVA.bam"
"14174","+",5599362,12,0,0,27.25,25.0833333333333,22,31.4166666666667,"Tobra-3_R1_LVA.bam"
"14175","+",5599363,5,0,0,30.4,27.2,22,33.2,"Tobra-3_R1_LVA.bam"
"14176","+",5599367,1,0,0,31,25,22,22,"Tobra-3_R1_LVA.bam"
"14177","+",5599368,3820,0,0,30.9633507853403,25.9591623036649,22,23.9984293193717,"Tobra-3_R1_LVA.bam"
"14178","+",5599369,1,0,0,31,25,22,22,"Tobra-3_R1_LVA.bam"
"14179","+",5599370,1,0,0,31,24,22,22,"Tobra-3_R1_LVA.bam"
"14180","+",5599372,3,0,0,27,26.3333333333333,36,41.3333333333333,"Tobra-3_R1_LVA.bam"
"14181","+",5621133,185,0,0,27.3675675675676,27.3675675675676,22,43.6540540540541,"Tobra-3_R1_LVA.bam"
"14182","+",5805541,17428,0,0,27.7165480835437,27.7089740647234,22,43.5218039935736,"Tobra-3_R1_LVA.bam"
"14183","+",5805542,24,0,0,28.2083333333333,27.1666666666667,36,41.7916666666667,"Tobra-3_R1_LVA.bam"
"14184","+",5805543,35,0,0,29.7142857142857,27.7142857142857,24,38.0571428571429,"Tobra-3_R1_LVA.bam"
"14185","+",5813466,1221,0,0,28.6142506142506,28.6109746109746,22,42.022932022932,"Tobra-3_R1_LVA.bam"
"14186","+",5813467,9038,0,0,27.8077008187652,27.7935383934499,22,43.5435937154238,"Tobra-3_R1_LVA.bam"
"14187","+",5813468,4,0,0,28.75,26.25,22,31,"Tobra-3_R1_LVA.bam"
"14188","+",5848109,182,0,0,27.8241758241758,26.8241758241758,36,41.2637362637363,"Tobra-3_R1_LVA.bam"
"14189","+",6171081,2,0,0,24,24,44,44,"Tobra-3_R1_LVA.bam"
"14190","+",6171083,1356,0,0,30.8901179941003,29.8591445427729,22,43.4631268436578,"Tobra-3_R1_LVA.bam"
"14191","+",6171084,5,0,0,31,28.8,36,40.8,"Tobra-3_R1_LVA.bam"
"14192","+",6171085,2,0,0,31,28,36,36,"Tobra-3_R1_LVA.bam"
"14193","+",6344962,4,0,0,27,27,44,44,"Tobra-3_R1_LVA.bam"
"14194","+",6535075,1,0,0,25,25,44,44,"Tobra-3_R1_LVA.bam"
"14195","+",6535083,186,0,0,29.5376344086022,25.5268817204301,22,25.7741935483871,"Tobra-3_R1_LVA.bam"
"14196","-",6687,1,0,0,32,28,36,36,"Tobra-3_R1_LVA.bam"
"14197","-",6688,2,0,0,26,24,22,29,"Tobra-3_R1_LVA.bam"
"14198","-",6690,571,0,0,27.6497373029772,27.6497373029772,22,43.8388791593695,"Tobra-3_R1_LVA.bam"
"14199","-",6692,413,0,0,26.9007263922518,26.8983050847458,22,43.6561743341404,"Tobra-3_R1_LVA.bam"
"14200","-",436264,60,0,0,31,24,22,22,"Tobra-3_R1_LVA.bam"
"14201","-",436265,14,0,0,31,25,22,22,"Tobra-3_R1_LVA.bam"
"14202","-",436266,157,0,0,30.9808917197452,25.9554140127389,22,23.9235668789809,"Tobra-3_R1_LVA.bam"
"14203","-",436267,35968,0,0,29.0819895462633,25.0650856316726,22,25.0551601423488,"Tobra-3_R1_LVA.bam"
"14204","-",436268,12,0,0,28.25,25.25,22,27.8333333333333,"Tobra-3_R1_LVA.bam"
"14205","-",436269,1,0,0,26,24,24,24,"Tobra-3_R1_LVA.bam"
"14206","-",436270,62762,0,0,30.9206526241994,29.9019311048086,22,24.1030878557089,"Tobra-3_R1_LVA.bam"
"14207","-",436271,1,0,0,32,31,28,28,"Tobra-3_R1_LVA.bam"
"14208","-",578350,24,0,0,26.5833333333333,25.5833333333333,41,41.5833333333333,"Tobra-3_R1_LVA.bam"
"14209","-",750273,12,0,0,25.9166666666667,25.9166666666667,44,44,"Tobra-3_R1_LVA.bam"
"14210","-",754535,2,0,0,29.5,26.5,22,31.5,"Tobra-3_R1_LVA.bam"
"14211","-",754536,9,0,0,28.6666666666667,26.6666666666667,24,35.3333333333333,"Tobra-3_R1_LVA.bam"
"14212","-",754537,2,0,0,27,25,22,32,"Tobra-3_R1_LVA.bam"
"14213","-",754538,7361,0,0,28.6280396685233,28.606711044695,22,43.1031109903546,"Tobra-3_R1_LVA.bam"
"14214","-",989553,1,0,0,25,25,44,44,"Tobra-3_R1_LVA.bam"
"14215","-",1241366,164,0,0,28.140243902439,28.140243902439,22,43.6951219512195,"Tobra-3_R1_LVA.bam"
"14216","-",1241368,1,0,0,31,29,42,42,"Tobra-3_R1_LVA.bam"
"14217","-",1241370,1221,0,0,27.5995085995086,27.5978705978706,22,43.8509418509419,"Tobra-3_R1_LVA.bam"
"14218","-",1431061,1,0,0,31,26,24,24,"Tobra-3_R1_LVA.bam"
"14219","-",1431062,3,0,0,29.6666666666667,25.6666666666667,22,26,"Tobra-3_R1_LVA.bam"
"14220","-",1431063,8,0,0,28,25,22,27.25,"Tobra-3_R1_LVA.bam"
"14221","-",1431064,51,0,0,28.3921568627451,26.3725490196078,22,34.1960784313725,"Tobra-3_R1_LVA.bam"
"14222","-",1431065,25191,0,0,27.6202612043984,26.6025961652971,22,41.1896312174983,"Tobra-3_R1_LVA.bam"
"14223","-",1431066,11,0,0,30.0909090909091,29.3636363636364,22,41.8181818181818,"Tobra-3_R1_LVA.bam"
"14224","-",1431067,1637,0,0,28.5345143555284,28.5204642638974,22,43.8662186927306,"Tobra-3_R1_LVA.bam"
"14225","-",1483950,8,0,0,28.125,28.125,44,44,"Tobra-3_R1_LVA.bam"
"14226","-",1642503,36,0,0,30.0555555555556,30.0555555555556,22,35.7222222222222,"Tobra-3_R1_LVA.bam"
"14227","-",2068790,7,0,0,31,25,22,22,"Tobra-3_R1_LVA.bam"
"14228","-",2068792,64,0,0,31,26,24,24,"Tobra-3_R1_LVA.bam"
"14229","-",2068794,1,0,0,31,26,24,24,"Tobra-3_R1_LVA.bam"
"14230","-",2068795,1,0,0,31,27,28,28,"Tobra-3_R1_LVA.bam"
"14231","-",2068796,149,0,0,28.1409395973154,25.1409395973154,22,26.7986577181208,"Tobra-3_R1_LVA.bam"
"14232","-",2068797,157,0,0,28.0891719745223,26,22,31.5541401273885,"Tobra-3_R1_LVA.bam"
"14233","-",2068798,606,0,0,27.1303630363036,26.0082508250825,22,39.7260726072607,"Tobra-3_R1_LVA.bam"
"14234","-",2068799,580488,0,0,27.584258417056,27.5660151458773,22,43.560872920715,"Tobra-3_R1_LVA.bam"
"14235","-",2068800,6,0,0,28,28,42,43.6666666666667,"Tobra-3_R1_LVA.bam"
"14236","-",2199251,86,0,0,28.3255813953488,25.3255813953488,22,29.9767441860465,"Tobra-3_R1_LVA.bam"
"14237","-",2199254,3393,0,0,26.9012673150604,26.8437960506926,22,41.9699381078691,"Tobra-3_R1_LVA.bam"
"14238","-",2258554,2,0,0,31,27,28,28,"Tobra-3_R1_LVA.bam"
"14239","-",2258563,4132,0,0,28.757986447241,25.1945788964182,22,26.5851887705712,"Tobra-3_R1_LVA.bam"
"14240","-",2258564,3,0,0,26.3333333333333,24,22,28.6666666666667,"Tobra-3_R1_LVA.bam"
"14241","-",2258565,529,0,0,27.765595463138,27.7637051039698,22,43.6616257088847,"Tobra-3_R1_LVA.bam"
"14242","-",2258566,29,0,0,26.7931034482759,26.551724137931,22,43.2413793103448,"Tobra-3_R1_LVA.bam"
"14243","-",2259943,46,0,0,27.804347826087,27.804347826087,41,43.9347826086956,"Tobra-3_R1_LVA.bam"
"14244","-",2259944,21,0,0,27.8571428571429,25.7619047619048,22,33.0476190476191,"Tobra-3_R1_LVA.bam"
"14245","-",2336245,77,0,0,30.961038961039,25.961038961039,22,23.974025974026,"Tobra-3_R1_LVA.bam"
"14246","-",2658562,5,0,0,31,26,22,23.6,"Tobra-3_R1_LVA.bam"
"14247","-",2658566,111,0,0,30.8378378378378,29.8468468468468,22,24.1081081081081,"Tobra-3_R1_LVA.bam"
"14248","-",3687972,1,0,0,27,26,42,42,"Tobra-3_R1_LVA.bam"
"14249","-",3699635,222,0,0,27.8873873873874,27.8873873873874,44,44,"Tobra-3_R1_LVA.bam"
"14250","-",4399100,11,0,0,27.9090909090909,26,22,35.5454545454545,"Tobra-3_R1_LVA.bam"
"14251","-",4399101,742,0,0,26.8396226415094,26.8247978436658,22,43.3625336927224,"Tobra-3_R1_LVA.bam"
"14252","-",4399102,3964,0,0,27.5065590312815,27.4909182643794,22,43.1390010090817,"Tobra-3_R1_LVA.bam"
"14253","+",2755,2,0,0,147,131,44,44,"Tobra-3_R1_stop.bam"
"14254","+",51223,373,0,0,146.487935656836,45.6139410187668,22,22,"Tobra-3_R1_stop.bam"
"14255","+",53816,1,0,0,147,139,21,21,"Tobra-3_R1_stop.bam"
"14256","+",84329,1,0,0,147,135,44,44,"Tobra-3_R1_stop.bam"
"14257","+",89219,4,0,0,147,114,42,42,"Tobra-3_R1_stop.bam"
"14258","+",93463,1,0,0,120,103,44,44,"Tobra-3_R1_stop.bam"
"14259","+",143488,3,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14260","+",164322,11,0,0,140.818181818182,124.818181818182,25,25,"Tobra-3_R1_stop.bam"
"14261","+",170969,1,0,0,24,24,44,44,"Tobra-3_R1_stop.bam"
"14262","+",208492,9,0,0,147,134,44,44,"Tobra-3_R1_stop.bam"
"14263","+",247550,6,0,0,147,86,28,28,"Tobra-3_R1_stop.bam"
"14264","+",249266,5,0,0,147,130.4,44,44,"Tobra-3_R1_stop.bam"
"14265","+",319504,4,0,0,147,115,42,42,"Tobra-3_R1_stop.bam"
"14266","+",324316,11,0,0,28,28,44,44,"Tobra-3_R1_stop.bam"
"14267","+",335466,2,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14268","+",338237,57,0,0,146.631578947368,44.6666666666667,22,22,"Tobra-3_R1_stop.bam"
"14269","+",343666,5,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14270","+",461080,533,0,0,24.7598499061914,24.7598499061914,22,40.0637898686679,"Tobra-3_R1_stop.bam"
"14271","+",485877,5,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14272","+",498067,1,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14273","+",504980,1,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14274","+",505097,3,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14275","+",528203,2,0,0,147,131,44,44,"Tobra-3_R1_stop.bam"
"14276","+",575691,10,0,0,118.8,104.8,18,30.8,"Tobra-3_R1_stop.bam"
"14277","+",577706,6,0,0,147,133,37,37.6666666666667,"Tobra-3_R1_stop.bam"
"14278","+",579783,4,0,0,147,133,21,21,"Tobra-3_R1_stop.bam"
"14279","+",600107,7,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14280","+",638545,6,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14281","+",647193,1,0,0,29,29,44,44,"Tobra-3_R1_stop.bam"
"14282","+",647194,102293,0,0,24.6631734331772,24.6565942928646,22,40.1351803153686,"Tobra-3_R1_stop.bam"
"14283","+",647195,67,0,0,25.9850746268657,25.0746268656716,22,33.3432835820896,"Tobra-3_R1_stop.bam"
"14284","+",647196,38,0,0,27.9210526315789,25.8684210526316,22,35.2631578947368,"Tobra-3_R1_stop.bam"
"14285","+",649127,7986,0,0,24.5355622339093,24.5319308790383,22,40.0022539444027,"Tobra-3_R1_stop.bam"
"14286","+",649128,1,0,0,24,23,24,24,"Tobra-3_R1_stop.bam"
"14287","+",649129,1,0,0,28,26,36,36,"Tobra-3_R1_stop.bam"
"14288","+",649130,2,0,0,28,25,24,24,"Tobra-3_R1_stop.bam"
"14289","+",649131,1,0,0,28,24,22,22,"Tobra-3_R1_stop.bam"
"14290","+",654428,2,0,0,147,147.5,44,44,"Tobra-3_R1_stop.bam"
"14291","+",670886,4,0,0,22,22,22,22,"Tobra-3_R1_stop.bam"
"14292","+",671368,3,0,0,147,113,42,42,"Tobra-3_R1_stop.bam"
"14293","+",677863,1,0,0,146,125,38,38,"Tobra-3_R1_stop.bam"
"14294","+",725300,3,0,0,132.666666666667,125.666666666667,44,44,"Tobra-3_R1_stop.bam"
"14295","+",725305,1,0,0,147,135,44,44,"Tobra-3_R1_stop.bam"
"14296","+",731490,1,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14297","+",736426,1,0,0,146,125,1,1,"Tobra-3_R1_stop.bam"
"14298","+",748648,1,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14299","+",766140,1,0,0,147,102,41,41,"Tobra-3_R1_stop.bam"
"14300","+",828210,13,0,0,146.307692307692,134.307692307692,18,18.5384615384615,"Tobra-3_R1_stop.bam"
"14301","+",1007326,7,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14302","+",1054723,6788,0,0,24.6098998232174,24.5956098998232,22,40.3995285798468,"Tobra-3_R1_stop.bam"
"14303","+",1054724,4,0,0,26,25.25,24,33.5,"Tobra-3_R1_stop.bam"
"14304","+",1054725,2,0,0,28,26.5,36,39,"Tobra-3_R1_stop.bam"
"14305","+",1089971,9,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14306","+",1131138,4,0,0,147,85,28,28,"Tobra-3_R1_stop.bam"
"14307","+",1187877,2,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14308","+",1192252,3,0,0,24,24,44,44,"Tobra-3_R1_stop.bam"
"14309","+",1193108,3,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14310","+",1194788,3,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14311","+",1220714,1,0,0,147,75,24,24,"Tobra-3_R1_stop.bam"
"14312","+",1245467,5,0,0,147,131,44,44,"Tobra-3_R1_stop.bam"
"14313","+",1251188,11,0,0,147,46,22,22,"Tobra-3_R1_stop.bam"
"14314","+",1254654,1,0,0,132,113,42,42,"Tobra-3_R1_stop.bam"
"14315","+",1260570,2,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14316","+",1369852,8,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14317","+",1370691,3120,0,0,146.576923076923,44.6397435897436,22,22,"Tobra-3_R1_stop.bam"
"14318","+",1370692,2,0,0,147,44,22,22,"Tobra-3_R1_stop.bam"
"14319","+",1370694,3,0,0,147,44,22,22,"Tobra-3_R1_stop.bam"
"14320","+",1370695,3,0,0,147,42,22,22,"Tobra-3_R1_stop.bam"
"14321","+",1399692,2,0,0,132,116,44,44,"Tobra-3_R1_stop.bam"
"14322","+",1442114,24,0,0,141.5,129.583333333333,44,44,"Tobra-3_R1_stop.bam"
"14323","+",1475625,1,0,0,125,113,44,44,"Tobra-3_R1_stop.bam"
"14324","+",1475627,74,0,0,145.391891891892,131.418918918919,41,43.9594594594595,"Tobra-3_R1_stop.bam"
"14325","+",1484229,4,0,0,22,22,22,22,"Tobra-3_R1_stop.bam"
"14326","+",1524398,1,0,0,147,114,42,42,"Tobra-3_R1_stop.bam"
"14327","+",1533330,6,0,0,147,113,42,42,"Tobra-3_R1_stop.bam"
"14328","+",1553710,8,0,0,147,134,44,44,"Tobra-3_R1_stop.bam"
"14329","+",1561690,20,0,0,26.25,26.25,44,44,"Tobra-3_R1_stop.bam"
"14330","+",1587117,2,0,0,147,61,22,22,"Tobra-3_R1_stop.bam"
"14331","+",1663373,2,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14332","+",1686424,28,0,0,147,45.3571428571429,22,22,"Tobra-3_R1_stop.bam"
"14333","+",1713116,1,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14334","+",1788132,2,0,0,131,42,22,22,"Tobra-3_R1_stop.bam"
"14335","+",1804405,7,0,0,147,114,42,42,"Tobra-3_R1_stop.bam"
"14336","+",1850245,3,0,0,144,144,44,44,"Tobra-3_R1_stop.bam"
"14337","+",1905167,40,0,0,23.15,23.15,22,35.2,"Tobra-3_R1_stop.bam"
"14338","+",2127980,1,0,0,147,46,22,22,"Tobra-3_R1_stop.bam"
"14339","+",2128924,5,0,0,139.8,126.8,42,43.6,"Tobra-3_R1_stop.bam"
"14340","+",2154046,5,0,0,147,132.8,36,42.4,"Tobra-3_R1_stop.bam"
"14341","+",2211110,108,0,0,146.296296296296,45.3425925925926,22,22,"Tobra-3_R1_stop.bam"
"14342","+",2233277,4597,0,0,24.6641287796389,24.6482488579508,22,40.5516641287796,"Tobra-3_R1_stop.bam"
"14343","+",2233278,77,0,0,26.5454545454545,25.5454545454545,24,35.4545454545455,"Tobra-3_R1_stop.bam"
"14344","+",2233279,1,0,0,28,26,36,36,"Tobra-3_R1_stop.bam"
"14345","+",2306133,26,0,0,28,24,22,22,"Tobra-3_R1_stop.bam"
"14346","+",2534156,1,0,0,147,113,42,42,"Tobra-3_R1_stop.bam"
"14347","+",2565989,165,0,0,146.472727272727,44.4969696969697,22,22,"Tobra-3_R1_stop.bam"
"14348","+",2581650,8,0,0,22,22,0,0,"Tobra-3_R1_stop.bam"
"14349","+",2588563,1,0,0,147,49,22,22,"Tobra-3_R1_stop.bam"
"14350","+",2588566,6,0,0,147,46,22,22,"Tobra-3_R1_stop.bam"
"14351","+",2597653,2,0,0,147,46,22,22,"Tobra-3_R1_stop.bam"
"14352","+",2607843,8220,0,0,24.5981751824818,24.5839416058394,22,40.1172749391728,"Tobra-3_R1_stop.bam"
"14353","+",2607844,2,0,0,24,23,24,24,"Tobra-3_R1_stop.bam"
"14354","+",2607846,3,0,0,28,25,24,24,"Tobra-3_R1_stop.bam"
"14355","+",2627303,8,0,0,147,128,42,43.75,"Tobra-3_R1_stop.bam"
"14356","+",2707188,100,0,0,146.41,44.44,22,22,"Tobra-3_R1_stop.bam"
"14357","+",2740019,2,0,0,147,146,44,44,"Tobra-3_R1_stop.bam"
"14358","+",2793199,3,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14359","+",2829495,3,0,0,147,128,44,44,"Tobra-3_R1_stop.bam"
"14360","+",2915293,1,0,0,147,133,44,44,"Tobra-3_R1_stop.bam"
"14361","+",2915847,4,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14362","+",2970531,5,0,0,28,23,0,0,"Tobra-3_R1_stop.bam"
"14363","+",2977074,5,0,0,28.2,23.2,0,1.8,"Tobra-3_R1_stop.bam"
"14364","+",3072224,1,0,0,147,147,44,44,"Tobra-3_R1_stop.bam"
"14365","+",3088450,6,0,0,147,130,38,38.8333333333333,"Tobra-3_R1_stop.bam"
"14366","+",3102029,10,0,0,23,23,22,33,"Tobra-3_R1_stop.bam"
"14367","+",3151901,2,0,0,141,124,44,44,"Tobra-3_R1_stop.bam"
"14368","+",3161486,2,0,0,23,23,44,44,"Tobra-3_R1_stop.bam"
"14369","+",3176428,3,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14370","+",3207018,4,0,0,141,141,11,11,"Tobra-3_R1_stop.bam"
"14371","+",3214960,14,0,0,147,128,44,44,"Tobra-3_R1_stop.bam"
"14372","+",3222778,4,0,0,147,143,44,44,"Tobra-3_R1_stop.bam"
"14373","+",3227846,3,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14374","+",3248833,32,0,0,23.90625,23.90625,22,41.9375,"Tobra-3_R1_stop.bam"
"14375","+",3301826,39,0,0,147,134.615384615385,44,44,"Tobra-3_R1_stop.bam"
"14376","+",3310907,1,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14377","+",3325577,24,0,0,144.5,130.541666666667,44,44,"Tobra-3_R1_stop.bam"
"14378","+",3356199,3,0,0,147,99,36,36,"Tobra-3_R1_stop.bam"
"14379","+",3364756,28,0,0,26.9285714285714,26.9285714285714,22,43.2142857142857,"Tobra-3_R1_stop.bam"
"14380","+",3382406,1,0,0,147,132,44,44,"Tobra-3_R1_stop.bam"
"14381","+",3382409,1,0,0,147,129,44,44,"Tobra-3_R1_stop.bam"
"14382","+",3405678,1,0,0,147,143,44,44,"Tobra-3_R1_stop.bam"
"14383","+",3416208,5,0,0,147,86,28,28,"Tobra-3_R1_stop.bam"
"14384","+",3422644,1,0,0,147,41,22,22,"Tobra-3_R1_stop.bam"
"14385","+",3477529,9,0,0,147,129,44,44,"Tobra-3_R1_stop.bam"
"14386","+",3523945,1,0,0,147,68,24,24,"Tobra-3_R1_stop.bam"
"14387","+",3595807,1,0,0,147,134,21,21,"Tobra-3_R1_stop.bam"
"14388","+",3611089,8,0,0,147,130,44,44,"Tobra-3_R1_stop.bam"
"14389","+",3622376,1,0,0,147,125,44,44,"Tobra-3_R1_stop.bam"
"14390","+",3660471,1762,0,0,24.7043132803632,24.7031782065834,22,40.2145289443814,"Tobra-3_R1_stop.bam"
"14391","+",3660472,1,0,0,24,23,24,24,"Tobra-3_R1_stop.bam"
"14392","+",3660473,1,0,0,28,26,36,36,"Tobra-3_R1_stop.bam"
"14393","+",3680413,2,0,0,147,45,22,22,"Tobra-3_R1_stop.bam"
"14394","+",3686992,1,0,0,144,41,22,22,"Tobra-3_R1_stop.bam"
"14395","+",3711775,5,0,0,147,113,41,41,"Tobra-3_R1_stop.bam"
"14396","+",3776430,5,0,0,147,45,22,22,"Tobra-3_R1_stop.bam"
"14397","+",3791819,2,0,0,147,43,22,22,"Tobra-3_R1_stop.bam"
"14398","+",3868658,2,0,0,28,28,44,44,"Tobra-3_R1_stop.bam"
"14399","+",3872250,1,0,0,141,141,44,44,"Tobra-3_R1_stop.bam"
"14400","+",3913660,137203,0,0,24.5948703745545,24.5818968972982,22,40.1030371056026,"Tobra-3_R1_stop.bam"
"14401","+",3913661,48,0,0,26.2708333333333,25.1875,22,32.5833333333333,"Tobra-3_R1_stop.bam"
"14402","+",3913662,27,0,0,28,26,22,34.962962962963,"Tobra-3_R1_stop.bam"
"14403","+",3913663,95,0,0,28.0421052631579,25.0421052631579,24,24.5052631578947,"Tobra-3_R1_stop.bam"
"14404","+",3913664,189,0,0,28,24.984126984127,22,23.978835978836,"Tobra-3_R1_stop.bam"
"14405","+",3913665,1,0,0,28,24,22,22,"Tobra-3_R1_stop.bam"
"14406","+",3924043,12,0,0,141.5,127.5,44,44,"Tobra-3_R1_stop.bam"
